operating_name,first_category_vendor,First_Category,first_endorsements,first_issued,last_date_opname,last_ward_id,Count of ward_id,Years_Operation,last_latitude,last_longitude,    Average total income in 2020 among recipients ($),    Employed,    Median total income in 2020 among recipients ($),    Unemployed,  Average total income of one-person households in 2020 ($),  In the labour force,  Median total income of one-person households in 2020 ($),  Not in the labour force,Area (sq km),Meadian age,population between  15 and 19,Population over 20 and less than 54,Total - Population aged 15 years and over by Labour force status - 25% sample data,Total population,Unemployment rate
Dairy Bell,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1976-04-09 0:00,2023-07-09 0:00,11,4,47.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Business Of: Duale,Ahmed Hussein/Mohamed,Aisha Ahmed",mobile vending (food truck),,mobile vending (food truck) 6-month;,2014-05-15 0:00,2016-08-15 0:00,2,1,2.25,43.64208858,-79.54349176,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
"Business Of: Dvoskina, Tatiana",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-05-13 0:00,2005-04-02 0:00,3,1,1.92,43.60522155,-79.50349528,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Edwards,Christine/Pablos,Cristina",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-08-29 0:00,2005-04-02 0:00,5,1,2.67,43.67099299,-79.48734508,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Business Of: El Callejon Del Taco Inc,mobile vending (food truck),Mexican Cuisine,mobile vending (food truck) 6-month;,2017-06-30 0:00,2018-09-10 0:00,6,1,1.25,43.77800801,-79.45271734,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
"Business Of: Ellis, Durant Dwayne",non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2014-04-08 0:00,2016-01-20 0:00,4,1,1.75,43.63794387,-79.42996248,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
"Business Of: Esfandiary Yeganeh, Ali",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2000-10-27 0:00,2008-01-27 0:00,11,1,7.25,43.67176142,-79.40317529,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Business Of: Fallahpour, Farahnaz",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-11-14 0:00,2024-02-01 0:00,15,1,11.25,43.7125189,-79.390349,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
"Business Of: Farley, Jennette",motorized refreshment vehicle owner,,rv - motorized - propane heater;,1986-06-27 0:00,2007-09-27 0:00,10,1,21.25,43.64805582,-79.41765564,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
"Business Of: Farshidfar, Farshad",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-05-02 0:00,2008-08-02 0:00,18,1,5.25,43.76759718,-79.41027601,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
"Business Of: Fazle, Rahim",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-05-15 0:00,2005-07-01 0:00,21,1,3.17,43.74664753,-79.23195384,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
"Business Of: Ferreira, Octavio David",motorized refreshment vehicle owner,,rv - motorized - propane heater;,1989-06-20 0:00,2005-07-01 0:00,21,1,16.08,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
"Business Of: Filipova, Vencislava Zlatkova",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2004-05-21 0:00,2008-08-21 0:00,1,1,4.25,43.69703873,-79.59150599,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
"Business Of: Fiorucci, Marco",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-04-18 0:00,2015-07-19 0:00,7,1,3.25,43.759446,-79.55627079,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
"Business Of: Foggia, James S",motorized refreshment vehicle owner,,rv - motorized - propane heater;,1999-01-12 0:00,2005-07-01 0:00,5,1,6.5,43.71349275,-79.48787286,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Business Of: Food From East Express Inc,mobile vending (food truck),Asian Cuisine,mobile vending (food truck) 6-month;,2019-07-18 0:00,2020-08-05 0:00,21,1,1.08,43.74128279,-79.29917437,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Business Of: Fresh N Cool Inc,mobile vending (food truck),,mobile vending (food truck) 6-month;,2017-05-16 0:00,2018-06-11 0:00,3,1,1.08,43.62049722,-79.4921744,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Business Of: Frl Consulting Ltd,non-motorized refreshment vehicle owner,,rv - non-motorized - ice cream;,2005-06-08 0:00,2007-10-23 0:00,11,1,2.33,43.67047541,-79.39364529,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Business Of: Fuller, Michael Thomas",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1992-04-09 0:00,2021-09-08 0:00,15,1,29.42,43.70310761,-79.3867149,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
"Business Of: Gallucci, Sebastian Diego",mobile vending (food truck),,mobile vending (food truck) 6-month;,2015-06-12 0:00,2017-08-04 0:00,3,1,2.17,43.62506754,-79.52377807,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Gayle, Michael Anthony",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-05-17 0:00,2016-08-17 0:00,1,1,4.25,43.74284258,-79.58466097,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
"Business Of: Ghandehari, Mohammad",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1994-12-22 0:00,2009-08-19 0:00,22,1,14.67,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
"Business Of: Ghanizadeh, Babak",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2001-08-22 0:00,2005-04-02 0:00,17,1,3.67,43.80171346,-79.35826405,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
"Business Of: Ghini, Raul Antelo",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-05-01 0:00,2003-03-31 0:00,13,1,0.83,43.66824618,-79.36817815,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
"Business Of: Gholamali, Manzor",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1992-04-24 0:00,2006-07-25 0:00,24,1,14.25,43.76857202,-79.23867997,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
"Business Of: Golaby Salmasy, Ramin",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-09-06 0:00,2003-03-31 0:00,1,1,0.5,43.69703873,-79.59150599,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
"Business Of: Gordon, Gilbert Anthony",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2005-07-12 0:00,2009-10-12 0:00,25,1,4.25,43.80929263,-79.19322535,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Business Of: Gotham Grill Inc,mobile vending (food truck),,mobile vending (food truck) 9-month;,2016-03-11 0:00,2017-10-10 0:00,3,1,1.58,43.62274319,-79.48193439,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Gueorguiev, Gueorgui",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2000-04-01 0:00,2005-04-02 0:00,14,1,5,43.68044855,-79.35324169,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
"Business Of: Gueorguiev, Valeri",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1993-08-06 0:00,2005-07-01 0:00,21,1,11.92,43.75133851,-79.30111804,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
"Business Of: Gun, Sezai",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-05-31 0:00,2005-04-02 0:00,13,1,2.92,43.65769384,-79.37835216,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
"Business Of: Haidary, Homa",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2010-06-16 0:00,2011-09-16 0:00,2,1,1.25,43.6662914,-79.52844798,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
"Business Of: Halabchi, Saleh",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1993-09-29 0:00,2016-12-30 0:00,15,1,23.25,43.7461393,-79.35885662,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
"Business Of: Hamilton, James Calvin",motorized refreshment vehicle owner,,rv - motorized - propane heater;,1989-02-28 0:00,2005-07-01 0:00,20,1,16.42,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
"Business Of: Hamodeh, Taleb Ahmad",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-10-20 0:00,2008-01-20 0:00,25,1,4.25,43.80929263,-79.19322535,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
"Business Of: Hanna, Sobhy N",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2006-05-04 0:00,2008-08-04 0:00,20,1,2.25,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
"Business Of: Haque, Md Alaul",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-11-09 0:00,2014-02-09 0:00,4,1,1.25,43.64756259,-79.44987589,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
"Business Of: Harley, James Rupert Lukas",non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motor. (not propane/ice cream);,2018-06-29 0:00,2020-11-03 0:00,11,1,2.42,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Business Of: Harrabi, Sadok Mohamed",motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2008-04-17 0:00,2017-05-09 0:00,9,1,9.08,43.66482999,-79.43770318,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Business Of: Harry'S Dive Bar Ltd,mobile vending (food truck),American Cuisine,mobile vending (food truck) 6-month;,2020-07-29 0:00,2021-05-14 0:00,10,1,0.83,43.65039978,-79.41287002,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
"Business Of: Hassan, Said Abdella",motorized refreshment vehicle owner,,rv - motorized - propane heater;,2002-07-26 0:00,2003-03-31 0:00,22,1,0.67,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
"Business Of: Hassannejad Moghadam, Babak",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2007-10-01 0:00,2011-09-19 0:00,22,1,3.92,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
"Business Of: Hendou, Hossein",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-01-21 0:00,2003-03-31 0:00,13,1,1.17,43.65520104,-79.3630158,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
"Business Of: Heydari, Abbas",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-04-01 0:00,2006-07-02 0:00,18,1,3.25,43.79163278,-79.41017862,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Business Of: Himalayan Momo Inc,mobile vending (food truck),Asian Cuisine,mobile vending (food truck) 6-month;,2019-05-27 0:00,2019-12-05 0:00,3,1,0.58,43.61234238,-79.48915381,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Holguin Valdez, Helen Ysmir",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2013-04-24 0:00,2015-07-25 0:00,5,1,2.25,43.70655695,-79.51742037,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
"Business Of: Hossein Zadeh, Keikavoss",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1995-12-06 0:00,2013-03-08 0:00,15,1,17.25,43.75890835,-79.37014296,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
"Business Of: Hou, Teddy Chun-I",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1998-06-16 0:00,2020-11-03 0:00,14,1,22.42,43.68044855,-79.35324169,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
"Business Of: Hristoskova, Tzvetanka",non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,1999-04-08 0:00,2010-07-30 0:00,2,1,11.25,43.64254993,-79.5762856,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
"Business Of: Hsiung, Chan-Chiao",motorized refreshment vehicle owner,,rv - motorized - propane heater;,1983-12-16 0:00,2005-11-04 0:00,22,1,21.92,43.80139584,-79.32141161,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
"Business Of: Hurtado Garrido, Juan Enrique",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1990-09-05 0:00,2008-12-06 0:00,2,1,18.25,43.65244136,-79.55378502,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
"Business Of: Huseynov, Nizami",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2005-07-15 0:00,2009-08-12 0:00,14,1,4.08,43.68044855,-79.35324169,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
"Business Of: Hussain, Khadim",motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,1998-05-05 0:00,2010-08-05 0:00,23,1,12.25,43.79411889,-79.26559072,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
"Business Of: Ibrahim, Mohamed Ishmael",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2011-06-03 0:00,2012-09-03 0:00,24,1,1.25,43.76814595,-79.1873825,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
"Business Of: Ibrahim, Muna Ahmed",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2021-12-06 0:00,2024-02-01 0:00,25,1,2.17,43.80929263,-79.19322535,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Business Of: Ice Cream Brew Inc,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2006-08-04 0:00,2007-11-09 0:00,3,1,1.25,43.6231138,-79.50504037,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Ieraci-Crimeni, Gina",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2007-03-16 0:00,2024-02-01 0:00,9,1,16.92,43.68806215,-79.45042016,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
"Business Of: Iliadis, John",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1992-07-24 0:00,2008-10-24 0:00,19,1,16.25,43.69166266,-79.31139705,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
"Business Of: Iqbal, Muhammad",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2000-04-26 0:00,2003-03-31 0:00,3,1,2.92,43.60522155,-79.50349528,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Ishani Afousi, Sohrab Afousi",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2004-05-07 0:00,2011-08-07 0:00,6,1,7.25,43.74749011,-79.44442275,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
"Business Of: Ivanov, Ivan Ivanov",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1994-03-31 0:00,2011-07-01 0:00,22,1,17.33,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
"Business Of: Jabbar, Fereidoun",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1995-02-08 0:00,2014-07-05 0:00,13,1,19.42,43.65520104,-79.3630158,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
"Business Of: Jalili Haghighi, Haji Esmaeil",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1999-01-20 0:00,2005-04-02 0:00,6,1,6.25,43.74749011,-79.44442275,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
"Business Of: Jamil, Arif",non-motorized refreshment vehicle owner,,rv - non-motorized - propane heater;,2005-04-13 0:00,2007-07-14 0:00,3,1,2.25,43.60522155,-79.50349528,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
"Business Of: Jamshidnia, Hossein",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1990-06-27 0:00,2003-03-31 0:00,20,1,12.75,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
"Business Of: Jawed, Ahmad Yousuf",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-04-01 0:00,2003-03-31 0:00,21,1,0.92,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
